residence,developer,address,class,year,price,area,rooms,minutesToCityCenter,crimeRateInDistrict,district
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,6907950,54,1,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,7419650,58,1,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,9120000,80,2,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,9234000,81,2,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,9690000,85,2,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,10032000,88,2,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,12312000,108,2,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,13338000,117,2,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,13206375,117,3,48,,
А136 Highlight Tower,DIM,"вул. Антоновича, 136-138",бізнес,2023,14786625,131,3,48,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,31,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,42,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,43,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,47,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,48,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,50,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,52,1,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,68,2,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,72,2,123,,
ЖК Паркове місто,UDP,"вул. Вишгородська, 45",бізнес,2024,,76,2,123,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,1620000,8,1,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,15997500,79,1,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,16402500,81,1,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,16605000,82,1,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,19845000,98,1,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,21084000,84,2,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,21837000,87,2,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,22339000,89,2,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,24096000,96,2,5,,
Linden Luxury Residences,Budhouse Group,"вул. Лютеранська, 14в",преміум,,26104000,104,2,5,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,3654675,37,1,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,4543650,46,1,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,4642425,47,1,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,5531400,56,1,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,5771675,59,2,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,6358625,65,2,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,6554275,67,2,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,6652100,68,2,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,6652100,68,2,42,,
Клубний будинок OLEGIVSKIY,DIM,"вул. Олегівська, 36",бізнес,2024,7239050,74,2,42,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,1469125,35,1,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,1804925,43,1,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,1930850,46,1,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,2024600,53,2,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,2024600,53,2,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,2368400,62,2,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,2664500,73,3,104,,
ЖК Central Hills,LEV Development,"Лисогірський узвіз, 26",бізнес,2023,3066000,84,3,104,,
ЖК Новий Автограф,DIM,"вул. Князя Романа Мстиславича (Генерала Жмаченка), 26",комфорт,2023,3098250,54,1,122,,
ЖК Новий Автограф,DIM,"вул. Князя Романа Мстиславича (Генерала Жмаченка), 26",комфорт,2023,5830000,100,3,122,,
ЖК Новий Автограф,DIM,"вул. Князя Романа Мстиславича (Генерала Жмаченка), 26",комфорт,2023,5946600,102,3,122,,
ЖК Новий Автограф,DIM,"вул. Князя Романа Мстиславича (Генерала Жмаченка), 26",комфорт,2023,8278600,142,3,122,,
ЖК Новий Автограф,DIM,"вул. Князя Романа Мстиславича (Генерала Жмаченка), 26",комфорт,2023,9502900,163,3,122,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,7430150,46,1,31,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,8560825,53,1,31,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,11840175,81,2,31,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,14533300,103,3,31,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,14674400,104,3,31,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,15097700,107,3,31,,
ЖК Illinsky House,Alliance Novobud,"вул. Набережно-Хрещатицька, 21",бізнес,2023,18766300,133,3,31,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,1606500,28,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,1606500,28,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,1721250,30,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,2008125,35,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,2499200,44,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,2811375,49,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,2983500,52,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,3098250,54,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,3098250,54,1,169,,
ЖК LUCKY LAND,DIM,"вул. Берковецька, 6",комфорт,2024,3327750,58,1,169,,
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,1232500,34,1,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,1522500,42,1,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,1558750,43,1,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,1703750,47,1,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,1921250,53,1,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,1885000,52,1,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,,90,3,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,,97,3,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,,106,3,109,2317,Голосіївський р-н
ЖК 4 сезони,УМК,"вул. Михайла Максимовича (Трутенка), 3г",комфорт,2024,,117,3,109,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,1704000,30,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2328800,41,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2101600,37,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2215200,39,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2215200,39,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2328800,41,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2499200,44,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2272000,40,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2328800,41,1,168,2317,Голосіївський р-н
ЖК Кришталеві джерела,KSM-GROUP,"вул. Метрологічна, вул. Академіка Заболотного, 148",комфорт,,2328800,41,1,168,2317,Голосіївський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2126850,33,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,1919775,33,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2191300,34,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2094300,36,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2094300,36,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2578000,40,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2720350,41,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,2501525,43,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,3069000,45,1,111,2884,Святошинський р-н
ЖК Нивки-Парк,Інтергал-Буд,"просп. Берестейський (Перемоги), 67",комфорт,2023.3333333333333,3205400,47,1,111,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,1645875,35,1,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,2163150,46,1,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,2445300,52,1,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,2373300,54,2,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,2900700,66,2,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,2944650,67,2,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,3164400,72,2,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,3340200,76,2,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,,85,3,165,2884,Святошинський р-н
ЖК Eco Dream,Центробуд,вул. Львівська / вул. Живописна,комфорт,2023,,89,3,165,2884,Святошинський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,2200000,50,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,2244000,51,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,2376000,54,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,2728000,62,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,2948000,67,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,4136000,94,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,4268000,97,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,4312000,98,1,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,3685900,82,2,111,3939,Дніпровський р-н
Русанівська Гавань,Ковальська,"вул. Євгена Маланюка (Сагайдака), 101",комфорт,2025,3910650,87,2,111,3939,Дніпровський р-н
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,1837350,27,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,1973450,29,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,2177600,32,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,2313700,34,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,2313700,34,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,2313700,34,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,2381750,35,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,2381750,35,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,3305950,37,1,156,,
ЖК Метрополіс,DIM,"вул. Академіка Заболотного, 1",комфорт,2024,3574000,40,1,156,,
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,4736625,51,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,4736625,51,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,4772325,51,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,4865900,52,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,5201000,56,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,4922375,53,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,5053050,54,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,5240200,56,1,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,6004250,73,2,43,4634,Шевченківський р-н
ЖК Greenville Park,Greenville,"вул. Пимоненка, 21",бізнес,2025,6160050,78,2,43,4634,Шевченківський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,2352000,42,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,2352000,42,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,,43,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,,43,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,,43,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,,43,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,2408000,43,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,,43,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,2464000,44,1,79,3860,Солом'янський р-н
ЖК OK'LAND,РІЕЛ,"просп. Повітрофлотський, 56",комфорт,2023,,44,1,79,3860,Солом'янський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,4112400,48,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,4744275,51,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,4540775,53,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,4540775,53,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,5302425,57,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,5395450,58,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,5860575,63,1,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,5871800,68,2,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,6044500,70,2,47,2537,Печерський р-н
ЖК Greenville на Печерську,Greenville,"пров. Новопечерський, 5",бізнес,2023.5,5657500,73,2,47,2537,Печерський р-н
ЖК Dibrova Park,IB Alliance,вул. Віктора Некрасова (Північно-Сирецька),комфорт,2023,,156,3,120,2106,Подільський р-н
ЖК Dibrova Park,IB Alliance,вул. Віктора Некрасова (Північно-Сирецька),комфорт,2023,,160,3,120,2106,Подільський р-н
ЖК Dibrova Park,IB Alliance,вул. Віктора Некрасова (Північно-Сирецька),комфорт,2023,,171,3,120,2106,Подільський р-н
ЖК Dibrova Park,IB Alliance,вул. Віктора Некрасова (Північно-Сирецька),комфорт,2023,,186,4,120,2106,Подільський р-н
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,6308550,54,1,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,5958075,51,1,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,6074900,52,1,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,6308550,54,1,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,6425375,55,1,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,7476800,64,1,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,7045500,66,2,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,7259000,68,2,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,7579250,71,2,40,,
ЖК Montreal House,Alliance Novobud,"вул. Велика Васильківська, 102у / вул. Антоновича, 83",бізнес,2023,8219750,77,2,40,,
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,1836450,42,1,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,1923900,44,1,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2011350,46,1,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2098800,48,1,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2044350,59,2,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2356200,68,2,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2390850,69,2,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2425500,70,2,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,2914800,84,3,132,2106,Подільський р-н
ЖК Варшавський-2,Stolitsa Group,вул. Межова,комфорт,2023.6666666666667,3296500,95,3,132,2106,Подільський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1487475,33,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1487475,33,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1422300,33,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1465400,34,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1816000,40,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1816000,40,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1861400,41,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1938225,43,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1906800,42,1,117,3524,Оболонський р-н
POLARIS Home&Plaza,Citex Development,"вул. Сім'ї Кульженків (Петра Дегтяренка), 22",комфорт,2023,1938225,43,1,117,3524,Оболонський р-н
31,Ковальська,"вул. Михайла Драгоманова, 31з",комфорт,2023,3115125,45,1,164,2999,Дарницький р-н
31,Ковальська,"вул. Михайла Драгоманова, 31з",комфорт,2023,3184350,46,1,164,2999,Дарницький р-н
31,Ковальська,"вул. Михайла Драгоманова, 31з",комфорт,2023,3668925,53,1,164,2999,Дарницький р-н
31,Ковальська,"вул. Михайла Драгоманова, 31з",комфорт,2023,4552275,91,2,164,2999,Дарницький р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2615800,44,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2556350,43,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2556350,43,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2734700,46,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2734700,46,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2734700,46,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2794150,47,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2794150,47,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,2853600,48,1,90,4634,Шевченківський р-н
Будинок на Вавілових,Ковальська,"вул. Вавілових, 9-11",комфорт,2023,3830400,76,2,90,4634,Шевченківський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1085000,28,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1085000,28,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1085000,28,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1201250,31,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1201250,31,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1356250,35,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1395000,36,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1433750,37,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1472500,38,1,155,3939,Дніпровський р-н
ЖК Hello House,Nice Development,"вул. Миколи Кибальчича, 1",комфорт,2024,1782500,46,1,155,3939,Дніпровський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,12559650,62,1,48,2537,Печерський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,12559650,62,1,48,2537,Печерський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,16199525,83,2,48,2537,Печерський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,14166425,91,2,48,2537,Печерський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,17458500,113,3,48,2537,Печерський р-н
