residence,developer,address,class,year,price,area,rooms,minutesToCityCenter,crimeRateInDistrict,district
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,5967350,46,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,6226800,48,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,6226800,48,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,6486250,50,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,6615975,51,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,6715500,55,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,6715500,55,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,7394325,57,1,42,2537,Печерський р-н
ЖК Stanford,Perfect Group,"вул. Предславинська, 35",бізнес,2023.3333333333333,7081800,58,1,42,2537,Печерський р-н
ЖК NVER,Taryan Group,"вул. Лесі Українки, 7-9",преміум,2025,9314750,53,1,140,2537,Печерський р-н
ЖК NVER,Taryan Group,"вул. Лесі Українки, 7-9",преміум,2025,10720750,61,1,140,2537,Печерський р-н
ЖК NVER,Taryan Group,"вул. Лесі Українки, 7-9",преміум,2025,17750750,101,2,140,2537,Печерський р-н
ЖК NVER,Taryan Group,"вул. Лесі Українки, 7-9",преміум,2025,17926500,102,2,140,2537,Печерський р-н
ЖК NVER,Taryan Group,"вул. Лесі Українки, 7-9",преміум,2025,17926500,102,2,140,2537,Печерський р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1411550,37,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1449700,38,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1575600,39,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1575600,39,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1602300,42,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1457400,42,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1602300,42,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,1526800,44,1,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,2632325,71,2,284,2999,Дарницький р-н
ЖК O2 Residence,Saga Development,Бориспільське шосе,комфорт,2023.4,2743550,74,2,284,2999,Дарницький р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1358000,28,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1406500,29,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1455000,30,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1843000,38,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1843000,38,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1891500,39,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,1988500,41,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,2085500,43,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,2231000,46,1,173,2317,Голосіївський р-н
ЖК Феофанія City,KSM-GROUP,"вул. Заболотного, 152",комфорт,2024,2279500,47,1,173,2317,Голосіївський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,,112,1,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,9923550,91,2,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,12375100,94,2,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,10795950,99,2,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,14613150,111,2,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,19747500,150,2,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,26066700,198,2,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,14188100,106,3,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,,142,3,47,2537,Печерський р-н
ЖК TRIIINITY,Seven Hills,"вул. Василя Тютюнника (Анрі Барбюса), 39/2",преміум,2023,20077500,150,3,47,2537,Печерський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,2808000,52,1,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,3240000,60,1,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,3546200,68,2,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,4100100,79,2,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,4484900,86,2,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,5222400,96,3,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,5385600,99,3,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,5440000,100,3,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,5548800,102,3,111,3939,Дніпровський р-н
"вул. Євгена Маланюка (Сагайдака), 101",Міськбудінвест,"вул. Євгена Маланюка (Сагайдака), 101",бізнес,2024,5280800,112,3,111,3939,Дніпровський р-н
ЖК Кирилівський Гай,Київміськбуд,"вул. Загорівська (Багговутівська), 1а",комфорт,2023.5,4066400,92,3,59,4634,Шевченківський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,1942750,19,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,2556250,25,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,2454000,24,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,2454000,24,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,2556250,25,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,2760750,27,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,2965250,29,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,3374250,33,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,3374250,33,1,71,2537,Печерський р-н
Клубний будинок L14,,"вул. Лубенська, 14",бізнес,,3476500,34,1,71,2537,Печерський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,1768500,54,1,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,1768500,54,1,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,1965000,60,1,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,,72,2,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,,75,2,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,,77,2,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,,77,2,184,3022,Деснянський р-н
ЖК Деснянський,ДБК-ЖИТЛОБУД,"вул. Електротехнічна, 43",економ,2023.5,,93,3,184,3022,Деснянський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,796500,27,1,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,914500,31,1,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,944000,32,1,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,1003000,34,1,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,1062000,36,1,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,1593000,54,2,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,1740500,59,2,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,1799500,61,2,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,1947000,66,2,94,3860,Солом'янський р-н
ЖК Club House,RP Development,"вул. Яблунева, 11-15",економ,2023,,76,3,94,3860,Солом'янський р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,40,1,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,42,1,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,68,2,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,68,2,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,70,2,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,75,2,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,82,2,182,2999,Дарницький р-н
ЖК Лебединий,Perfect Group,"вул. Ревуцького, 40",комфорт,,,92,3,182,2999,Дарницький р-н
ЖК Вудсторія,Perfect Group,"вул. Поліська, 4",економ,2023,1881900,54,2,196,2999,Дарницький р-н
ЖК Вудсторія,Perfect Group,"вул. Поліська, 4",економ,2023,2997100,86,2,196,2999,Дарницький р-н
ЖК Вудсторія,Perfect Group,"вул. Поліська, 4",економ,2023,2860000,88,3,196,2999,Дарницький р-н
ЖК Вудсторія,Perfect Group,"вул. Поліська, 4",економ,2023,3120000,96,3,196,2999,Дарницький р-н
ЖК Вудсторія,Perfect Group,"вул. Поліська, 4",економ,2023,3347500,103,3,196,2999,Дарницький р-н
ЖК Aria,GEOS,"бул. Дружби Народів, 13а",бізнес,2023,,37,1,57,2537,Печерський р-н
ЖК Aria,GEOS,"бул. Дружби Народів, 13а",бізнес,2023,,37,1,57,2537,Печерський р-н
ЖК Aria,GEOS,"бул. Дружби Народів, 13а",бізнес,2023,,64,1,57,2537,Печерський р-н
ЖК Aria,GEOS,"бул. Дружби Народів, 13а",бізнес,2023,5386500,81,2,57,2537,Печерський р-н
ЖК Aria,GEOS,"бул. Дружби Народів, 13а",бізнес,2023,5386500,81,2,57,2537,Печерський р-н
ЖК Aria,GEOS,"бул. Дружби Народів, 13а",бізнес,2023,8576000,128,3,57,2537,Печерський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2467300,44,1,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2411225,43,1,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2467300,44,1,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2644775,49,2,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2806700,52,2,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2752725,51,2,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,2968625,55,2,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,3346450,62,2,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,3670300,68,2,86,3524,Оболонський р-н
BOSTON Creative House,Saga Development,просп. Степана Бандери,комфорт,2025,5019675,93,2,86,3524,Оболонський р-н
ЖК Урлівський-2,Київміськбуд,вул. Клеманська,комфорт,2023,,113,3,119,2999,Дарницький р-н
ЖК Урлівський-2,Київміськбуд,вул. Клеманська,комфорт,2023,,147,5,119,2999,Дарницький р-н
ЖК Урлівський-2,Київміськбуд,вул. Клеманська,комфорт,2023,,201,5,119,2999,Дарницький р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1053000,27,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1365000,35,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1404000,36,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1443000,37,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1443000,37,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1443000,37,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1482000,38,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1560000,40,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1599000,41,1,83,2317,Голосіївський р-н
ЖК Козацький Гай 2,,"вул. Козацька, 55д, 55в",комфорт,2023,1638000,42,1,83,2317,Голосіївський р-н
ЖК Сучасний квартал,,"просп. Любомира Гузара (Космонавта Комарова), 9б",комфорт,,4565000,83,1,113,3860,Солом'янський р-н
ЖК Сучасний квартал,,"просп. Любомира Гузара (Космонавта Комарова), 9б",комфорт,,2530000,46,1,113,3860,Солом'янський р-н
ЖК Сучасний квартал,,"просп. Любомира Гузара (Космонавта Комарова), 9б",комфорт,,2365000,43,1,113,3860,Солом'янський р-н
ЖК Сучасний квартал,,"просп. Любомира Гузара (Космонавта Комарова), 9б",комфорт,,2750000,50,1,113,3860,Солом'янський р-н
ЖК Сучасний квартал,,"просп. Любомира Гузара (Космонавта Комарова), 9б",комфорт,,2970000,54,1,113,3860,Солом'янський р-н
ЖК Signature,Continuum Development,"вул. Мечникова, 11а",преміум,,,150,2,24,2537,Печерський р-н
ЖК Be the One,,"вул. Василя Стуса, 35-37",бізнес,,1358500,20,1,156,2884,Святошинський р-н
ЖК Be the One,,"вул. Василя Стуса, 35-37",бізнес,,2920775,43,1,156,2884,Святошинський р-н
ЖК Be the One,,"вул. Василя Стуса, 35-37",бізнес,,,51,2,156,2884,Святошинський р-н
ЖК Be the One,,"вул. Василя Стуса, 35-37",бізнес,,,53,2,156,2884,Святошинський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,1422850,26,1,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,2407900,44,1,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,2335000,50,2,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,2335000,50,2,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,2335000,50,2,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,2335000,50,2,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,3128900,67,2,91,3860,Солом'янський р-н
ЖК Караваєві Дачі,Онікс Білд,"вул. Польова, 73",комфорт,,,98,3,91,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,47,1,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,48,1,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,52,1,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,56,1,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,56,1,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,69,2,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,85,2,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,,80,2,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,4664000,88,3,44,3860,Солом'янський р-н
ЖК CITY HUB,Інтергал-Буд,"вул. Мокра (Кудряшова), 8-10",бізнес,2023,5671000,107,3,44,3860,Солом'янський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,2352200,38,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,2661700,43,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,2723600,44,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,2723600,44,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,433300,7,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,433300,7,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,3156900,51,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,3404500,55,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,3404500,55,1,105,3939,Дніпровський р-н
Kub29,Ковальська,"вул. Березняківська, 29",комфорт,2023,3528300,57,1,105,3939,Дніпровський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,3923500,35,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,4596100,41,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,5156600,46,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,6165500,55,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,6277600,56,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,7286500,65,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,7174400,64,1,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,7197625,71,2,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,7299000,72,2,38,2537,Печерський р-н
ЖК Diadans,ENSO,"вул. Євгена Коновальця, 19",бізнес,2023,8312750,82,2,38,2537,Печерський р-н
ЖК Terracotta,Perfect Group,"вул. Чернігівська, 8",комфорт,2023,,73,3,191,2999,Дарницький р-н
ЖК Terracotta,Perfect Group,"вул. Чернігівська, 8",комфорт,2023,,89,3,191,2999,Дарницький р-н
ЖК Terracotta,Perfect Group,"вул. Чернігівська, 8",комфорт,2023,,94,3,191,2999,Дарницький р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,3017700,42,1,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,3233250,45,1,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,3305100,46,1,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,4765100,68,2,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,5185550,74,2,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,280300,4,2,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,6026450,86,2,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,5886300,84,2,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,6376825,91,2,73,4634,Шевченківський р-н
ЖК Poetica. Друга колекція,ENSO,"вул. Дегтярівська, 25",бізнес,2023,6797275,97,2,73,4634,Шевченківський р-н
ЖК Академ-Квартал,Інтергал-Буд,"пров. Приладний, 10",комфорт,,,47,1,167,2884,Святошинський р-н
ЖК Академ-Квартал,Інтергал-Буд,"пров. Приладний, 10",комфорт,,3238500,68,2,167,2884,Святошинський р-н
ЖК SMART IDEA,Придесення Буд,вул. Профспілкова,економ,,660250,19,1,147,3939,Дніпровський р-н
ЖК SMART IDEA,Придесення Буд,вул. Профспілкова,економ,,834000,24,1,147,3939,Дніпровський р-н
ЖК SMART IDEA,Придесення Буд,вул. Профспілкова,економ,,973000,28,1,147,3939,Дніпровський р-н
ЖК SMART IDEA,Придесення Буд,вул. Профспілкова,економ,,1007750,29,1,147,3939,Дніпровський р-н
ЖК SMART IDEA,Придесення Буд,вул. Профспілкова,економ,,,38,2,147,3939,Дніпровський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1203575,31,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1281225,33,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1436525,37,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1514175,39,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1553000,40,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1630650,42,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1669475,43,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,271775,7,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1863600,48,1,169,3022,Деснянський р-н
ЖК Q-smart,Edelburg Development,"вул. Оноре де Бальзака, 11",комфорт,2023,1902425,49,1,169,3022,Деснянський р-н
ЖК Crystal Park Tower,,"просп. Берестейський (Перемоги), 42",бізнес,,7603450,82,2,71,4634,Шевченківський р-н
ЖК Crystal Park Tower,,"просп. Берестейський (Перемоги), 42",бізнес,,10403200,128,3,71,4634,Шевченківський р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,2057500,50,1,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,3209700,78,1,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,3785800,92,1,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,,90,2,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,,107,2,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,,109,2,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,,115,2,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,,116,2,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,,162,2,170,2999,Дарницький р-н
ЖК Злагода,Київміськбуд,"вул. Архітектора Вербицького, 1",комфорт,2023,3505200,92,3,170,2999,Дарницький р-н
ЖК 044,Kiev Development Group,"вул. Кирилівська, 37, 37а",бізнес,,,102,3,52,2106,Подільський р-н
ЖК 044,Kiev Development Group,"вул. Кирилівська, 37, 37а",бізнес,,,109,3,52,2106,Подільський р-н
ЖК 044,Kiev Development Group,"вул. Кирилівська, 37, 37а",бізнес,,,118,4,52,2106,Подільський р-н
ЖК Wood Park 2,Будівельна група PARK,"пров. Радистів, 18, 24",комфорт,,605000,22,1,166,3022,Деснянський р-н
ЖК Wood Park 2,Будівельна група PARK,"пров. Радистів, 18, 24",комфорт,,880000,32,1,166,3022,Деснянський р-н
ЖК Wood Park 2,Будівельна група PARK,"пров. Радистів, 18, 24",комфорт,,962500,35,1,166,3022,Деснянський р-н
ЖК Wood Park 2,Будівельна група PARK,"пров. Радистів, 18, 24",комфорт,,990000,36,1,166,3022,Деснянський р-н
