residence,developer,attributes/class,attributes/construction_technology,attributes/walls,attributes/insulation,attributes/heating,attributes/num_apartments,attributes/state,attributes/protected_area,attributes/parking,financials/installmentPlan,financials/installmentPlanTerm,pricePerUnit,price,area,rooms
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,38250,4934250,129,5
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,37000,4773000,129,5
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,37000,4810000,130,5
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,38250,5278500,138,5
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,37000,5365000,145,5
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,37000,5365000,145,5
ЖК Нивки-Парк,Інтергал-Буд,комфорт,монолітно-каркасна,"газоблок (газобетон), керамоблок",мінеральна вата,централізоване,2931,"без ремонту, під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний з ліфтом (580 паркомісць)",true,2,37000,6327000,171,5
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,,,29,1
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,,,29,1
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,,,40,1
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,,,41,1
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,,,41,1
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,,,41,1
ЖК Нова Англія,Royal House,комфорт,невідомо,залізобетон,"мінеральна вата, пінополістирол (пінопласт)",автономне (в будинку),3007 (10 будинків),під ремонт,від авто та сторонніх,"гостьовий, підземний (1360 паркомісць)",true,2,41075,2464500,60,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,45,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,46,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44725,2057350,46,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44725,2102075,47,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44725,2057350,46,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44725,2191525,49,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44725,2280975,51,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44725,2370425,53,1
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44275,2877875,65,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,65,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,44275,2922150,66,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,71,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,71,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,70,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,70,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,74,2
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,37825,3215125,85,3
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,37825,3252950,86,3
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,37825,3328600,88,3
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,37825,3290775,87,3
ЖК Причал 8,Інтергал-Буд,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),1109,"без ремонту, з ремонтом",від авто та сторонніх,підземний (142 паркомісця),true,5,,,93,3
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,173900,7999400,46,1
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,173900,9216700,53,1
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,157400,12749400,81,2
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,154825,15946975,103,3
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,154825,16101800,104,3
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,154825,16566275,107,3
ЖК Illinsky House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,125,без ремонту,від авто та сторонніх,підземний з ліфтом (143 паркомісця),true,1,154825,20591725,133,3
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,2961400,34,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,2961400,34,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,2961400,34,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,2961400,34,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,3048500,35,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,3135600,36,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,3571100,41,1
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,4180800,48,2
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,4267900,49,2
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,4616300,53,2
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,4790500,55,2
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,4877600,56,2
ЖК Standard One Obolon,KDD Ukraine,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),409,з ремонтом,від авто та сторонніх,підземний з ліфтом (53 паркомісця),true,,87100,6009900,69,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,45750,2104500,46,1
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,45750,2058750,45,1
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,45750,2241750,49,1
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,45750,2241750,49,1
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,45750,2653500,58,1
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,45750,2607750,57,1
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,2883200,68,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,39825,2747925,69,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3052800,72,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3137600,74,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3137600,74,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3180000,75,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3264800,77,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3392000,80,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,41350,3432050,83,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3688800,87,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3646400,86,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,41350,3680150,89,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3816000,90,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3943200,93,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,41350,3886900,94,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,3985600,94,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,44875,4308000,96,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,41350,4010950,97,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,44875,4487500,100,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,42400,4282400,101,2
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,43550,3788850,87,3
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,43550,4050150,93,3
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,99,3
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,43550,4485650,103,3
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,36050,4758600,132,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,36050,5119100,142,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,36050,5119100,142,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,32600,4727000,145,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,36050,5263300,146,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,36050,5695900,158,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,32600,5313800,163,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,36050,6092450,169,4
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,168,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,173,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,175,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,176,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,181,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,181,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,183,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,186,5
ЖК Great,,комфорт,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),1520 (1-4 будинки),під ремонт,ні,"наземний багаторівневий, підземний з ліфтом",true,,,,193,5
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,2916000,36,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,2843100,36,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,3159000,39,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,2997000,37,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,3078000,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,2922075,37,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,3240000,40,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,2922075,37,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,2922075,37,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3001050,38,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3080025,39,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,3159000,39,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3080025,39,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,81000,3240000,40,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3159000,40,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3159000,40,1
ЖК Respublika,КАН Девелопмент,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,3044 (10 будинків),"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, наземний багаторівневий",true,6,78975,3159000,40,1
