residence,developer,attributes/class,attributes/construction_technology,attributes/walls,attributes/insulation,attributes/heating,attributes/num_apartments,attributes/state,attributes/protected_area,attributes/parking,financials/installmentPlan,financials/installmentPlanTerm,pricePerUnit,price,area,rooms
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,5023475,43,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,6308550,54,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,5958075,51,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,6074900,52,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,6308550,54,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,6425375,55,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,116825,7476800,64,1
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,7045500,66,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,7259000,68,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,7579250,71,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,8219750,77,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,9394000,88,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,9394000,88,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,9394000,88,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,10141250,95,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,106750,10675000,100,2
ЖК Montreal House,Alliance Novobud,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),328,без ремонту,від авто та сторонніх,підземний з ліфтом (187 паркомісць),true,1,115600,8901200,77,3
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,125350,6768900,54,1
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,125350,7270300,58,1
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,122725,9818000,80,2
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,122725,9940725,81,2
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,122725,10431625,85,2
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,122725,10799800,88,2
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,122725,13254300,108,2
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,122725,14358825,117,2
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,121500,14215500,117,3
БФК А136 Highlight Tower,DIM,бізнес,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),324,"без ремонту, під ремонт",від авто та сторонніх,підземний,true,3,121500,15916500,131,3
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,1859900,28,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,1859900,28,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,1992750,30,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,2324875,35,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,65625,2887500,44,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,3254825,49,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,3454100,52,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,3586950,54,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,3586950,54,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,66425,3852650,58,1
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,57300,3438000,60,2
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56300,3434300,61,2
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56300,3603200,64,2
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,57300,4469400,78,2
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,57300,4698600,82,2
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56100,4151400,74,3
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56100,4207500,75,3
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56100,4488000,80,3
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56100,5049000,90,3
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,56100,6002700,107,3
ЖК LUCKY LAND,DIM,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,індивідуальне (в квартирі),5183,"без ремонту, з ремонтом",від авто та сторонніх,"гостьовий (2500 паркомісць), підземний з ліфтом (356 паркомісць)",true,3,55075,5507500,100,4
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2091150,27,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2246050,29,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2478400,32,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2633300,34,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2633300,34,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2633300,34,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2710750,35,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,2710750,35,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,91325,3379025,37,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,91325,3653000,40,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,91325,3835650,42,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3252900,42,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3330350,43,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3330350,43,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3485250,45,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3485250,45,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3562700,46,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3562700,46,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,3640150,47,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,91325,4292275,47,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,4027400,52,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,77450,4027400,52,1
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,70675,4593875,65,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,70675,4593875,65,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,74525,4844125,65,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,70675,5088600,72,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,74525,5589375,75,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,70675,5512650,78,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,70675,5583325,79,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,67025,5362000,80,2
ЖК Метрополіс,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),2857,"під ремонт, з ремонтом",від авто та сторонніх,"гостьовий, підземний",true,3,,,91,4
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,61775,3335850,54,1
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,61775,3335850,54,1
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,61775,3582950,58,1
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,61775,4200700,68,1
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,,,75,2
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,53950,5395000,100,3
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,53950,5502900,102,3
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,53950,7660900,142,3
ЖК Новий Автограф,DIM,комфорт,монолітно-каркасна,цегла,мінеральна вата,індивідуальне (в квартирі),810,без ремонту,від автомобілів,підземний з ліфтом,true,3,53950,8793850,163,3
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,36250,1232500,34,1
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,36250,1522500,42,1
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,36250,1558750,43,1
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,36250,1703750,47,1
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,36250,1921250,53,1
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,36250,1885000,52,1
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,,,90,3
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,,,97,3
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,,,106,3
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,,,117,3
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,,,134,3
ЖК 4 сезони,УМК,комфорт,монолітно-каркасна,"цегла, газоблок (газобетон)",мінеральна вата,централізоване,2060,з чорновим ремонтом,ні,"гостьовий, підземний (310 паркомісць)",true,2,,,141,4
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,1710000,30,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2337000,41,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2109000,37,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2223000,39,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2223000,39,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2337000,41,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2280000,40,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2337000,41,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2337000,41,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2337000,41,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2508000,44,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,,,43,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2451000,43,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2508000,44,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2565000,45,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,57000,2565000,45,1
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,2735200,52,2
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,2998200,57,2
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,2998200,57,2
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,2998200,57,2
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,3156000,60,2
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,3103400,59,2
ЖК Кришталеві джерела,KSM-GROUP,комфорт,"цегляна, монолітно-каркасна","цегла, газоблок (газобетон)",пінополістирол (пінопласт),централізоване,4308,без ремонту,від авто та сторонніх,гостьовий,true,2,52600,3103400,59,2
